id,comment,latine,gallice,genitif,genre
933,amatur,Seuera,Seuera,,f
934,amatur,Supera,Supera,,f
935,amatur,Crispina,Crispina,,f
936,amatur,Clara,Clara,,f
937,amatur,Longina,Longina,,f
938,amatur,Lucilla,Lucilla,,f
939,amatur,Drusilla,Drusilla,,f
940,amatur,Proba,Proba,,f
941,amatur,Faustina,Faustina,,f
942,amatur,Paula,Paula,,f
943,amatur,Lepida,Lepida,,f
944,amatur,Marcella,Marcella,,f
945,amatur,Appius,Appius,,m
946,amatur,Aulus,Aulus,,m
947,amatur,Caius,Caius,,m
948,amatur,Cnaeus,Cnaeus,,m
949,amatur,Decimus,Decimus,,m
950,amatur,Lucius,Lucius,,m
951,amatur,Mamercus,Mamercus,,m
952,amatur,Manius,Manius,,m
953,amatur,Marcus,Marcus,,m
954,amatur,Numerius,Numerius,,m
955,amatur,Publius,Publius,,m
956,amatur,Quintus,Quintus,,m
957,amatur,Sextus,Sextus,,m
958,amatur,Septimus,Septimus,,m
959,amatur,Spurius,Spurius,,m
